cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count,pred_homo_ev,pred_lumo_ev,pred_gap_ev
268403,1-(4-methoxyphenyl)-N-[4-[(4-methoxyphenyl)methylideneamino]piperazin-1-yl]methanimine,COC1=CC=C(C=C1)C=NN2CCN(CC2)N=CC3=CC=C(C=C3)OC,352.43800000000005,26,20,2,4,0,0,2,-7.2959,0.4669,7.9254
206855,"[(4aR,7R,8aR)-2-ethyl-2-methyl-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-ium-7-yl] 4-methoxybenzoate",CC[N+]1(CCC2CCC(CC2C1)OC(=O)C3=CC=C(C=C3)OC)C,332.46400000000006,24,20,3,1,0,0,1,-7.8197,1.4639,9.5004
181927,N-[2-(4-phenoxyphenoxy)ethoxy]propan-2-imine,CC(=NOCCOC1=CC=C(C=C1)OC2=CC=CC=C2)C,285.343,21,17,3,1,0,0,2,-7.6659,0.711,8.3892
631662,"1,3,5,5,7,9,10,11,12,12,13,13,14,14-tetradecafluoro-4-methylpentacyclo[7.2.2.13,7.02,8.04,6]tetradeca-2(8),10-diene",CC12C(C1(F)F)C3(C4=C(C2(C3(F)F)F)C5(C(=C(C4(C(C5(F)F)(F)F)F)F)F)F)F,450.1689999999999,29,15,0,0,0,14,0,-8.5114,0.2981,9.1374
797144,"(4E)-4-[(2-ethoxyphenyl)methylidene]-2-(2-fluorophenyl)-1,3-oxazol-5-one",CCOC1=CC=CC=C1C=C2C(=O)OC(=N2)C3=CC=CC=C3F,311.31199999999995,23,18,3,1,0,1,2,-7.8456,-0.7495,6.9687
796029,(3S)-5-chloro-3-hydroxy-3-[2-oxo-2-(4-propan-2-ylphenyl)ethyl]-1H-indol-2-one,CC(C)C1=CC=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3)Cl)NC2=O)O,343.80999999999995,24,19,3,1,0,1,2,-8.0444,0.4855,8.4573
687352,"8-ethyl-12,12-dimethyl-11-oxa-4,5,7-triazatricyclo[7.4.0.02,6]trideca-1(9),2,5,7-tetraen-3-amine",CCC1=NC2=NNC(=C2C3=C1COC(C3)(C)C)N,246.31399999999996,18,13,1,4,0,0,2,-7.5315,0.9808,8.521
79014,"(2R)-2,3-dihydroxypropanal",C(C(C=O)O)O,90.078,6,3,3,0,0,0,0,-9.1966,2.4723,11.8486
185752,"N-[3,5-bis(trifluoromethyl)phenyl]-1,1,1-trifluoromethanesulfonamide",C1=C(C=C(C=C1C(F)(F)F)NS(=O)(=O)C(F)(F)F)C(F)(F)F,361.185,22,9,2,1,1,9,1,-9.1421,0.017,8.9106
997503,"2-(2,4-dimethoxy-N-(2-nitrophenyl)sulfonylanilino)-N-(2,4-dimethylphenyl)acetamide",CC1=CC(=C(C=C1)NC(=O)CN(C2=C(C=C(C=C2)OC)OC)S(=O)(=O)C3=CC=CC=C3[N+](=O)[O-])C,499.5450000000002,35,24,7,3,1,0,3,-8.0695,-0.3292,7.5915
810390,N-[(2S)-butan-2-yl]-N-[[1-[(2-chlorophenyl)methyl]pyrrol-2-yl]methyl]-2-methylpropanamide,CCC(C)N(CC1=CC=CN1CC2=CC=CC=C2Cl)C(=O)C(C)C,346.9020000000001,24,20,1,2,0,1,2,-7.9289,1.0746,8.9679
658453,ethyl 3-[1-(diethylamino)ethylideneamino]-1H-indole-2-carboxylate,CCN(CC)C(=NC1=C(NC2=CC=CC=C21)C(=O)OCC)C,301.3900000000001,22,17,2,3,0,0,2,-7.7909,0.7008,8.5307
518120,2-methylheptan-2-amine;hydrochloride,CCCCCC(C)(C)N.Cl,165.708,10,8,0,1,0,1,0,-8.5971,3.1341,11.7337
486491,"N-[1-anilino-2-(2,6-dichlorophenyl)ethylidene]-N'-(4-cyanophenyl)carbamimidothioic acid",C1=CC=C(C=C1)NC(=NC(=NC2=CC=C(C=C2)C#N)S)CC3=C(C=CC=C3Cl)Cl,439.3710000000001,29,22,0,4,1,2,3,-7.7537,0.3227,8.083
791094,"(7R)-3-amino-2,7-dimethyl-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one",CC1CCC2=C(C1)SC3=C2C(=O)N(C(=N3)C)N,249.339,17,12,1,3,1,0,2,-7.8096,0.5944,8.279
591120,"methyl 2-[2,2-bis(trifluoromethyl)aziridin-1-yl]oxycarbonyloxy-2-phenylacetate",COC(=O)C(C1=CC=CC=C1)OC(=O)ON2CC2(C(F)(F)F)C(F)(F)F,387.2319999999999,26,14,5,1,0,6,1,-8.4261,-0.256,8.5154
796789,N-[(2-hydroxy-3-prop-2-enylphenyl)methylideneamino]-2-naphthalen-1-ylacetamide,C=CCC1=C(C(=CC=C1)C=NNC(=O)CC2=CC=CC3=CC=CC=C32)O,344.41400000000004,26,22,2,2,0,0,3,-7.7477,0.3799,8.0173
607617,"9-methylidene-1-phenyl-3,6-diazatricyclo[4.3.1.13,8]undecane",C=C1C2CN3CCN(C2)CC1(C3)C4=CC=CC=C4,240.35,18,16,0,2,0,0,1,-7.3054,1.5157,9.0632
470712,"(1R,2R,4aS,6aS,6bR,10R,12aR)-1,10,12-trihydroxy-1,2,6a,6b,9,9,12a-heptamethyl-11-oxo-3,4,5,6,6a,7,8,8a,10,12,13,14b-dodecahydro-2H-picene-4a-carboxylic acid",CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(C(C(=O)C(C5(C)C)O)O)C)C)C2C1(C)O)C)C(=O)O,502.6920000000002,36,30,6,0,0,0,0,-8.2651,1.639,10.2997
714221,"N-(2-fluorophenyl)-2-[(2R)-3-oxo-2,4-dihydro-1H-quinoxalin-2-yl]acetamide",C1=CC=C2C(=C1)NC(C(=O)N2)CC(=O)NC3=CC=CC=C3F,299.305,22,16,2,3,0,1,2,-7.8623,0.6305,8.4374
969046,3-chloro-N'-(thiophene-2-carbonyl)-1-benzothiophene-2-carbohydrazide,C1=CC=C2C(=C1)C(=C(S2)C(=O)NNC(=O)C3=CC=CS3)Cl,336.82500000000005,21,14,2,2,2,1,3,-8.0477,-0.1355,8.0834
924895,"2,2,2-trichloro-N-(5-chloro-2-methylphenyl)acetamide",CC1=C(C=C(C=C1)Cl)NC(=O)C(Cl)(Cl)Cl,286.973,15,9,1,1,0,4,1,-8.5949,0.4318,8.9115
591913,"2-(4-bromo-2,6-dimethylphenoxy)-N-(furan-2-ylmethylideneamino)acetamide",CC1=CC(=CC(=C1OCC(=O)NN=CC2=CC=CO2)C)Br,351.20000000000005,21,15,3,2,0,1,2,-8.0317,0.2357,8.3276
674226,"N-[(1R,2R,4S)-2-bicyclo[2.2.1]heptanyl]-4-chlorobenzenesulfonamide",C1CC2CC1CC2NS(=O)(=O)C3=CC=C(C=C3)Cl,285.796,18,13,2,1,1,1,1,-8.4983,0.8365,9.4157
666159,3-hydroxy-2-pyridin-4-ylinden-1-one,C1=CC=C2C(=C1)C(=C(C2=O)C3=CC=NC=C3)O,223.231,17,14,2,1,0,0,2,-8.0422,-0.3527,7.6615
654859,"4-[(4-chlorophenyl)methyl]-1,2-dihydroimidazo[1,2-a]benzimidazole",C1CN2C3=CC=CC=C3N(C2=N1)CC4=CC=C(C=C4)Cl,283.76199999999994,20,16,0,3,0,1,2,-7.4157,1.304,8.2444
338909,"4-piperidin-1-yl-6-prop-1-en-2-yl-1,3,5-triazin-2-amine",CC(=C)C1=NC(=NC(=N1)N2CCCCC2)N,219.29199999999997,16,11,0,5,0,0,1,-7.6747,0.9853,8.5944
906229,"(7S)-10,10-dimethyl-9-(phenyliminomethyl)-7,8-dihydro-6H-pyrido[1,2-a]indol-7-ol",CC1(C2=CC=CC=C2N3C1=C(CC(C3)O)C=NC4=CC=CC=C4)C,318.42,24,21,1,2,0,0,2,-7.4223,0.574,8.0255
657686,2-naphthalen-2-yloxybutanoic acid,CCC(C(=O)O)OC1=CC2=CC=CC=C2C=C1,230.263,17,14,3,0,0,0,2,-8.0293,0.602,8.428
331496,"2-[1,2-bis(4-methoxyphenyl)butylamino]-N-[[4-(dimethylamino)phenyl]methylideneamino]acetamide",CCC(C1=CC=C(C=C1)OC)C(C2=CC=C(C=C2)OC)NCC(=O)NN=CC3=CC=C(C=C3)N(C)C,488.6320000000002,36,29,3,4,0,0,3,-7.4241,0.6976,8.1894
158291,"(2R,3S)-3-nitrobutan-2-ol",CC(C(C)O)[N+](=O)[O-],119.12,8,4,3,1,0,0,0,-8.831,2.8795,11.4718
461125,"[(2S,5S)-5-(4-amino-1-benzyl-2,2-dioxoimidazo[4,5-c][1,2,6]thiadiazin-7-yl)-1,3-oxathiolan-2-yl]methanol",C1C(OC(S1)CO)N2C=NC3=C2N(S(=O)(=O)N=C3N)CC4=CC=CC=C4,395.4660000000002,26,15,4,5,2,0,2,-8.2608,0.0883,8.3202
463689,"N-[(2S,3R)-3-(2,4-difluorophenyl)-3-hydroxy-4-(1,2,4-triazol-1-yl)butan-2-yl]-1-(4-methoxyphenyl)-5-methylpyrazole-4-carboxamide",CC1=C(C=NN1C2=CC=C(C=C2)OC)C(=O)NC(C)C(CN3C=NC=N3)(C4=C(C=C(C=C4)F)F)O,482.49100000000016,35,24,3,6,0,2,4,-7.8424,0.0729,7.9511
662056,"3-benzyl-2-(furan-2-yl)imidazo[4,5-b]quinoxaline",C1=CC=C(C=C1)CN2C(=NC3=NC4=CC=CC=C4N=C32)C5=CC=CO5,326.3590000000001,25,20,1,4,0,0,5,-7.9809,-0.4444,7.408
317531,3-benzoyl-2-phenylcyclopentan-1-one,C1CC(=O)C(C1C(=O)C2=CC=CC=C2)C3=CC=CC=C3,264.324,20,18,2,0,0,0,2,-8.2875,0.3286,8.6221
835013,2-[4-[(3-chlorophenyl)iminomethyl]phenoxy]acetamide,C1=CC(=CC(=C1)Cl)N=CC2=CC=C(C=C2)OCC(=O)N,288.73400000000004,20,15,2,2,0,1,2,-8.3218,-0.2032,7.7057
288017,N-(4-nitrophenyl)-N-phenylnitrous amide,C1=CC=C(C=C1)N(C2=CC=C(C=C2)[N+](=O)[O-])N=O,243.222,18,12,3,3,0,0,2,-8.6089,-1.1678,7.3824
620149,"5,8-dichloro-3-(2,4-dichlorophenyl)-2,3,4,10-tetrahydroacridine-1,9-dione",C1C(CC(=O)C2=C1NC3=C(C=CC(=C3C2=O)Cl)Cl)C4=C(C=C(C=C4)Cl)Cl,427.114,26,19,2,1,0,4,3,-8.0208,-0.2892,7.7951
58901,"2-[2-chloro-4-(3,5-dioxo-1,2,4-triazin-2-yl)phenyl]-2-(4-chlorophenyl)acetonitrile",C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2)N3C(=O)NC(=O)C=N3)Cl)Cl,373.19900000000007,25,17,2,4,0,2,3,-8.6785,-0.5047,7.7837
369039,"N-[4-[3-[2-[5-[3-(4-acetamidophenyl)prop-2-enoyl]-4-methyl-1,3-thiazol-2-yl]-4-methyl-1,3-thiazol-5-yl]-3-oxoprop-1-enyl]phenyl]acetamide",CC1=C(SC(=N1)C2=NC(=C(S2)C(=O)C=CC3=CC=C(C=C3)NC(=O)C)C)C(=O)C=CC4=CC=C(C=C4)NC(=O)C,570.6960000000003,40,30,4,4,2,0,4,-7.565,-0.0563,7.5397
531982,"(3,4-dichlorophenyl) 3-cyclopentylpropanoate",C1CCC(C1)CCC(=O)OC2=CC(=C(C=C2)Cl)Cl,287.18600000000004,18,14,2,0,0,2,1,-8.5901,0.4242,8.7738
77795,"2-N,4-N-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",CC(C)NC1=NC(=NC=N1)NC(C)C,195.27,14,9,0,5,0,0,1,-7.7168,1.8528,9.6874
484173,"(3R,4R)-6-chloro-4-(2-cyclopropylethynyl)-3-(pyridin-3-ylmethoxy)-4-(trifluoromethyl)-1,3-dihydroquinolin-2-one",C1CC1C#CC2(C(C(=O)NC3=C2C=C(C=C3)Cl)OCC4=CN=CC=C4)C(F)(F)F,420.8180000000001,29,21,2,2,0,4,2,-8.3054,0.284,8.4661
39435,"3-butylcyclopentane-1,2,4-trione",CCCCC1C(=O)CC(=O)C1=O,168.19199999999998,12,9,3,0,0,0,0,-9.4595,1.6534,10.3961
59654,9-benzyl-3-(4-methylphenoxy)-9-azabicyclo[3.3.1]nonane,CC1=CC=C(C=C1)OC2CC3CCCC(C2)N3CC4=CC=CC=C4,321.46399999999994,24,22,1,1,0,0,2,-7.6138,1.5582,9.3566
386650,"N'-(2,2,2-trifluoro-1-phenylethyl)pyridine-4-carbohydrazide",C1=CC=C(C=C1)C(C(F)(F)F)NNC(=O)C2=CC=NC=C2,295.264,21,14,1,3,0,3,2,-8.1437,0.5655,8.6206
872098,"4-tert-butyl-N-(2,6-dimethylphenyl)benzamide",CC1=C(C(=CC=C1)C)NC(=O)C2=CC=C(C=C2)C(C)(C)C,281.399,21,19,1,1,0,0,2,-7.7957,0.7874,8.7212
301023,"7-(2,3,4,5,6-pentafluorophenyl)bicyclo[2.2.1]heptan-7-ol",C1CC2CCC1C2(C3=C(C(=C(C(=C3F)F)F)F)F)O,278.22,19,13,1,0,0,5,1,-8.3011,0.6866,9.4619
80459,2-phenylmethoxyphenol,C1=CC=C(C=C1)COC2=CC=CC=C2O,200.237,15,13,2,0,0,0,2,-7.8354,1.2826,9.0859
675982,2-(4-chloro-2-methylphenoxy)-N-(4-cyanophenyl)acetamide,CC1=C(C=CC(=C1)Cl)OCC(=O)NC2=CC=C(C=C2)C#N,300.745,21,16,2,2,0,1,2,-8.3273,0.0177,8.5653
906232,"(1R)-1-(1H-indol-3-yl)-6,7-dimethoxy-1,2,3,4-tetrahydroisoquinoline",COC1=C(C=C2C(NCCC2=C1)C3=CNC4=CC=CC=C43)OC,308.3810000000001,23,19,2,2,0,0,3,-7.427,0.81,8.4039
896841,"3-chloro-6-methyl-N-(4-methyl-1,3-thiazol-2-yl)-1-benzothiophene-2-carboxamide",CC1=CC2=C(C=C1)C(=C(S2)C(=O)NC3=NC(=CS3)C)Cl,322.842,20,14,1,2,2,1,3,-7.8709,-0.0975,7.7905
94683,"6,9,11-trihydroxy-9-(1-hydroxyethyl)-7-[(2R,4S,5S,6S)-5-hydroxy-6-methyl-4-morpholin-4-yloxan-2-yl]oxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(C)O)O)N6CCOCC6)O,599.633,43,31,11,1,0,0,2,-7.6944,0.7751,8.4055
644884,2-[5-(4-methylphenyl)tetrazol-2-yl]-N-(2-morpholin-4-ylphenyl)acetamide,CC1=CC=C(C=C1)C2=NN(N=N2)CC(=O)NC3=CC=CC=C3N4CCOCC4,378.4360000000002,28,20,2,6,0,0,3,-7.6674,0.2842,7.8712
531700,tridecan-5-yl 5-bromopentanoate,CCCCCCCCC(CCCC)OC(=O)CCCCBr,363.38,21,18,2,0,0,1,0,-9.3929,2.3854,11.8317
403160,2-(2-hydroxy-1-methylindol-3-yl)indol-3-one,CN1C2=CC=CC=C2C(=C1O)C3=NC4=CC=CC=C4C3=O,276.295,21,17,2,2,0,0,3,-7.865,-0.4151,6.6614
608520,"8-methoxy-2,3-dihydrofuro[2,3-b]quinoline",COC1=CC=CC2=CC3=C(N=C21)OCC3,201.22499999999997,15,12,2,1,0,0,2,-7.7026,0.3185,8.2529
581243,2-amino-6-naphthalen-2-ylsulfonylquinazoline-4-thiol,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)C3=CC4=C(C=C3)N=C(N=C4S)N,367.455,25,18,2,3,2,0,4,-7.8125,-0.3261,7.7056
830282,"(1R,4S)-N-(5-chloro-2-methoxyphenyl)-4,7,7-trimethyl-3-oxobicyclo[2.2.1]heptane-1-carboxamide",CC1(C2(CCC1(CC2=O)C(=O)NC3=C(C=CC(=C3)Cl)OC)C)C,335.8310000000001,23,18,3,1,0,1,1,-8.3575,0.6339,9.0667
774815,"N-[(1S,4S,6S)-5,5,6-trimethyl-2-bicyclo[2.2.1]heptanylidene]hydroxylamine",CC1C2CC(C1(C)C)CC2=NO,167.252,12,10,1,1,0,0,0,-8.2999,2.7584,10.8644
939395,[(2E)-2-[(3-methylthiophen-2-yl)methylidene]-3-oxo-1-benzofuran-6-yl] acetate,CC1=C(SC=C1)C=C2C(=O)C3=C(O2)C=C(C=C3)OC(=O)C,300.33500000000004,21,16,4,0,1,0,2,-8.0061,-0.4883,7.238
43016,"[(3-methyl-1,4-dithian-2-ylidene)amino] N-methylcarbamate",CC1C(=NOC(=O)NC)SCCS1,220.319,13,7,2,2,2,0,0,-8.0502,1.1393,9.4084
471580,(4S)-4-amino-5-[[(2S)-3-carboxy-1-[[(1S)-1-carboxy-2-phenylethyl]amino]-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)N,409.39500000000015,29,18,8,3,0,0,1,-8.6999,0.6218,9.1213
953208,"2,4-dimethyl-N-(2-phenyl-1,3-benzoxazol-5-yl)benzamide",CC1=CC(=C(C=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=CC=C4)C,342.398,26,22,2,2,0,0,4,-7.7313,0.0867,7.8468
849154,N-[3-chloro-4-(3-methylbutanoylamino)phenyl]-3-methylbutanamide,CC(C)CC(=O)NC1=CC(=C(C=C1)NC(=O)CC(C)C)Cl,310.82500000000005,21,16,2,2,0,1,1,-8.3105,1.1031,9.131
599426,(2-propan-2-yloxyphenyl) 4-(trifluoromethyl)benzoate,CC(C)OC1=CC=CC=C1OC(=O)C2=CC=C(C=C2)C(F)(F)F,324.29799999999994,23,17,3,0,0,3,2,-8.1298,0.3299,8.6097
683502,"3-(1,3-benzodioxol-5-yl)chromen-2-one",C1OC2=C(O1)C=C(C=C2)C3=CC4=CC=CC=C4OC3=O,266.252,20,16,4,0,0,0,3,-8.0581,-0.5927,7.5132
197384,"5-(1,2-dihydroxyethyl)furan-3-one",C1C(=O)C=C(O1)C(CO)O,144.126,10,6,4,0,0,0,0,-9.4388,1.1933,9.9204
337146,"ethyl 2-(ethoxycarbonylamino)-4-methylpyrrolo[3,2-d][1,3]thiazole-5-carboxylate",CCOC(=O)C1=CC2=C(N1C)SC(=N2)NC(=O)OCC,297.33600000000007,20,12,4,3,1,0,2,-8.0394,0.1619,8.43
634395,"1-chloro-4-[dichloro-(4-chloro-2,3,5,6-tetrafluorophenyl)methyl]-2,3,5,6-tetrafluorobenzene",C1(=C(C(=C(C(=C1F)F)Cl)F)F)C(C2=C(C(=C(C(=C2F)F)Cl)F)F)(Cl)Cl,449.9389999999999,25,13,0,0,0,12,2,-9.3173,-0.1464,8.4199
525722,N-benzyl-1-(4-methylphenyl)methanimine,CC1=CC=C(C=C1)C=NCC2=CC=CC=C2,209.292,16,15,0,1,0,0,2,-7.8268,0.8862,8.7639
158190,"2-methyl-5,6-dihydro-4H-cyclopenta[d][1,2]thiazol-3-one",CN1C(=O)C2=C(S1)CCC2,155.22199999999998,10,7,1,1,1,0,1,-8.3993,1.1711,9.1268
64880,3-phenyl-N-(1-phenylethyl)propanamide,CC(C1=CC=CC=C1)NC(=O)CCC2=CC=CC=C2,253.345,19,17,1,1,0,0,2,-7.9759,1.2734,9.2765
472408,4-[(6-methoxy-2-methylquinolin-4-yl)amino]-N-pyrimidin-2-ylbenzenesulfonamide,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC=C(C=C3)S(=O)(=O)NC4=NC=CC=N4,421.4820000000001,30,21,3,5,1,0,4,-7.6763,0.0477,7.635
850361,"4-(3,4-dimethylphenoxy)-2-methylsulfanyl-6-(1,2,4-triazol-1-yl)pyrimidine",CC1=C(C=C(C=C1)OC2=NC(=NC(=C2)N3C=NC=N3)SC)C,313.386,22,15,1,5,1,0,3,-8.0515,-0.0772,7.9136
942803,"N-(furan-2-ylmethyl)-8-methoxy-5H-pyrimido[5,4-b]indol-4-amine",COC1=CC2=C(C=C1)NC3=C2N=CN=C3NCC4=CC=CO4,294.314,22,16,2,4,0,0,4,-7.4066,0.4991,7.902
878054,N-[4-(dimethylamino)phenyl]-2-methyl-3-nitrobenzamide,CC1=C(C=CC=C1[N+](=O)[O-])C(=O)NC2=CC=C(C=C2)N(C)C,299.33000000000004,22,16,3,3,0,0,2,-8.106,-0.0775,8.1584
360121,"2-(phenylhydrazinylidene)cyclopentane-1,3-dione",C1CC(=O)C(=NNC2=CC=CC=C2)C1=O,202.213,15,11,2,2,0,0,1,-7.9651,0.2865,8.4097
749015,(2R)-2-amino-4-(4-methylanilino)-4-oxobutanoic acid,CC1=CC=C(C=C1)NC(=O)CC(C(=O)O)N,222.244,16,11,3,2,0,0,1,-8.3386,0.7423,9.4484
88426,N-methyl-N-[(3-nitrophenyl)diazenyl]methanamine,CN(C)N=NC1=CC(=CC=C1)[N+](=O)[O-],194.194,14,8,2,4,0,0,1,-8.6792,0.015,8.3155
529058,"4-butyl-2,6-dimethyl-1,3,5-dithiazinane",CCCCC1NC(SC(S1)C)C,205.392,12,9,0,1,2,0,0,-7.7864,2.6329,10.9353
677514,"(4S)-6-amino-4-(2-fluorophenyl)-3-methyl-2,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile",CC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=CC=C3F,270.267,20,14,1,4,0,1,2,-7.7616,0.3342,7.9105
180942,(2S)-2-amino-5-[[(2R)-2-amino-3-(1H-indol-3-ylmethylsulfanyl)propanoyl]-(carboxymethyl)amino]-5-oxopentanoic acid,C1=CC=C2C(=C1)C(=CN2)CSCC(C(=O)N(CC(=O)O)C(=O)CCC(C(=O)O)N)N,436.4900000000002,30,19,6,4,1,0,2,-8.098,0.6192,8.5927
41044,"1,2,2,3-tetrabromopropane",C(C(CBr)(Br)Br)Br,359.681,7,3,0,0,0,4,0,-9.2808,2.8594,11.9582
259779,"12-benzyl-3,4,5,6,7,8,10,12-octazatricyclo[7.3.0.02,6]dodeca-1(9),2,4,7,10-pentaene",C1=CC=C(C=C1)CN2C=NC3=C2C4=NN=NN4N=N3,252.241,19,11,0,8,0,0,4,-8.7267,-0.4811,8.0191
741996,(2R)-1-[[(1R)-cyclohex-3-en-1-yl]methoxy]-3-(2-ethylbenzimidazol-1-yl)propan-2-ol,CCC1=NC2=CC=CC=C2N1CC(COCC3CCC=CC3)O,314.429,23,19,2,2,0,0,2,-7.7368,1.1475,8.7377
459023,2-methoxy-N-[4-methoxy-3-[[3-(2-methoxyphenyl)-3-oxopropanoyl]amino]phenyl]-5-nitrobenzamide,COC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)NC2=CC(=C(C=C2)OC)NC(=O)CC(=O)C3=CC=CC=C3OC,493.47200000000026,36,25,8,3,0,0,3,-7.887,-0.1835,7.5897
460768,N'-[4-[4-[[anilino(sulfanyl)methylidene]amino]-3-methylphenyl]-2-methylphenyl]-N-phenylcarbamimidothioic acid,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C(NC3=CC=CC=C3)S)C)N=C(NC4=CC=CC=C4)S,482.67800000000005,34,28,0,4,2,0,4,-7.347,0.5092,8.0602
549526,(2-formylphenyl) but-2-enoate,CC=CC(=O)OC1=CC=CC=C1C=O,190.198,14,11,3,0,0,0,1,-8.7689,-0.3456,8.1424
548142,14-hydroxy-14-methylpentadecanoic acid,CC(C)(CCCCCCCCCCCCC(=O)O)O,272.4289999999999,19,16,3,0,0,0,0,-9.0775,2.088,11.489
639428,3-(benzimidazol-1-yl)propanamide,C1=CC=C2C(=C1)N=CN2CCC(=O)N,189.218,14,10,1,3,0,0,2,-8.2649,0.7414,8.9045
381575,"ditert-butyl 3-(2-hydroxyethylidene)azetidine-1,2-dicarboxylate",CC(C)(C)OC(=O)C1C(=CCO)CN1C(=O)OC(C)(C)C,299.367,21,15,5,1,0,0,0,-8.4276,0.8955,9.4914
390964,"methyl (1R,2R,6S,7R)-8-oxotricyclo[5.4.0.02,6]undecane-1-carboxylate",COC(=O)C12CCCC(=O)C1C3C2CCC3,222.284,16,13,3,0,0,0,0,-9.326,1.2323,10.0243
962527,1-methyl-2-(3-methylphenyl)benzimidazole,CC1=CC(=CC=C1)C2=NC3=CC=CC=C3N2C,222.291,17,15,0,2,0,0,3,-7.6293,0.6187,8.1679
296636,3-chloro-5-(dichloromethyl)pyrazine-2-carbonitrile,C1=C(N=C(C(=N1)C#N)Cl)C(Cl)Cl,222.462,12,6,0,3,0,3,1,-9.4446,-0.3119,8.544
406236,ethyl 4-amino-2-[3-(4-fluorophenyl)-3-oxoprop-1-enyl]sulfanylpyrimidine-5-carboxylate,CCOC(=O)C1=CN=C(N=C1N)SC=CC(=O)C2=CC=C(C=C2)F,347.37100000000004,24,16,3,3,1,1,2,-8.089,-0.5746,7.7867
428626,"2,4-dimethylpyridine;2,4,6-trinitrophenol",CC1=CC(=NC=C1)C.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],336.26000000000005,24,13,7,4,0,0,2,-8.3911,-1.0686,7.3789
812086,[(5S)-5-hydroxy-5-pyridin-3-yl-3-(trifluoromethyl)-4H-pyrazol-1-yl]-pyridin-4-ylmethanone,C1C(=NN(C1(C2=CN=CC=C2)O)C(=O)C3=CC=NC=C3)C(F)(F)F,336.273,24,15,2,4,0,3,2,-8.4117,-0.1581,8.3163
354804,"(1S,11S)-11-benzoyl-14-methyl-10,14-diazatetracyclo[8.6.0.02,7.012,16]hexadeca-2,4,6,8-tetraene-13,15-dione",CN1C(=O)C2C(C1=O)C(N3C2C4=CC=CC=C4C=C3)C(=O)C5=CC=CC=C5,358.3970000000001,27,22,3,2,0,0,2,-7.8379,0.0147,7.8279
711876,"(2S)-2-(2,4-dichlorophenoxy)-N-[(3R)-3-methylpent-1-yn-3-yl]propanamide",CCC(C)(C#C)NC(=O)C(C)OC1=C(C=C(C=C1)Cl)Cl,314.212,20,15,2,1,0,2,1,-8.1894,0.6982,8.8685
626929,"N-(2,4,6-trimethylphenyl)indeno[1,2-b]pyridin-5-imine",CC1=CC(=C(C(=C1)C)N=C2C3=C(C4=CC=CC=C42)N=CC=C3)C,298.389,23,21,0,2,0,0,3,-7.501,0.3286,7.8759
54910,"3-(4-chlorophenyl)-6-methyl-1,3-dihydrofuro[3,4-c]pyridin-7-ol",CC1=NC=C2C(OCC2=C1O)C3=CC=C(C=C3)Cl,261.708,18,14,2,1,0,1,2,-7.8136,0.4787,8.4672
827565,"(1R,7S,8R,11S)-4-phenyl-2,4,6-triazatetracyclo[5.4.2.02,6.08,11]trideca-9,12-diene-3,5-dione",C1=CC=C(C=C1)N2C(=O)N3C4C=CC(N3C2=O)C5C4C=C5,279.299,21,16,2,3,0,0,2,-7.7831,-0.0644,7.9566
661533,"(2,2-diphenylcyclopropyl)-morpholin-4-ylmethanone",C1COCCN1C(=O)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4,307.39300000000003,23,20,2,1,0,0,2,-8.0624,0.9229,8.8495
678749,"trans-(1S,3S)-3-(2,2-dichloroethenyl)-N-(3,4-dimethylphenyl)-2,2-dimethylcyclopropane-1-carboxamide",CC1=C(C=C(C=C1)NC(=O)C2C(C2(C)C)C=C(Cl)Cl)C,312.23999999999995,20,16,1,1,0,2,1,-8.5225,0.8295,9.2597
69114,2-oxo-1H-pyridine-3-carboxylic acid,C1=CNC(=O)C(=C1)C(=O)O,139.11,10,6,3,1,0,0,1,-9.0317,0.0833,8.7593
