cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count,library_canonical_check,in_qm9
419067,"1,2,3,4-tetrachloro-7,7-dimethoxy-5-phenylbicyclo[2.2.1]hepta-2,5-diene",COC1(C2(C=C(C1(C(=C2Cl)Cl)Cl)C3=CC=CC=C3)Cl)OC,366.0710000000001,21,15,2,0,0,4,1,COC1(OC)C2(Cl)C=C(c3ccccc3)C1(Cl)C(Cl)=C2Cl,False
255837,"methyl 4-[[2-[(1,3-dimethyl-2,4-dioxopyrimidin-5-yl)amino]-2-oxoethyl]amino]benzoate",CN1C=C(C(=O)N(C1=O)C)NC(=O)CNC2=CC=C(C=C2)C(=O)OC,346.34300000000013,25,16,5,4,0,0,2,COC(=O)c1ccc(NCC(=O)Nc2cn(C)c(=O)n(C)c2=O)cc1,False
154740,"9-methyl-3-azapentacyclo[9.8.0.02,4.05,10.013,18]nonadeca-1(19),2(4),5,7,9,11,13,15,17-nonaene",CC1=C2C(=CC=C1)C3=C(N3)C4=CC5=CC=CC=C5C=C42,255.32,20,19,0,1,0,0,4,Cc1cccc2c3c(c4cc5ccccc5cc4c12)N3,False
687927,"3-tert-butyl-6-(4-methoxyphenyl)-7H-[1,2,4]triazolo[3,4-b][1,3,4]thiadiazine",CC(C)(C)C1=NN=C2N1N=C(CS2)C3=CC=C(C=C3)OC,302.403,21,15,1,4,1,0,2,COc1ccc(C2=Nn3c(nnc3C(C)(C)C)SC2)cc1,False
721025,(2R)-2-[(6-methylquinazolin-4-yl)amino]butanoic acid,CCC(C(=O)O)NC1=NC=NC2=C1C=C(C=C2)C,245.282,18,13,2,3,0,0,2,CCC(Nc1ncnc2ccc(C)cc12)C(=O)O,False
5815,"(2R,3R)-2,3-dihydroxybutanedioic acid;4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O,333.29300000000006,23,13,9,1,0,0,1,CNCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,False
936022,N-(5-bromo-6-methyl-2-pyridinyl)pyridine-3-carboxamide,CC1=C(C=CC(=N1)NC(=O)C2=CN=CC=C2)Br,292.136,17,12,1,3,0,1,2,Cc1nc(NC(=O)c2cccnc2)ccc1Br,False
787444,"(3Z)-1-(2,6-dichlorophenyl)-3-[1-(dimethylamino)ethylidene]indol-2-one",CC(=C1C2=CC=CC=C2N(C1=O)C3=C(C=CC=C3Cl)Cl)N(C)C,347.24499999999995,23,18,1,2,0,2,2,CC(=C1C(=O)N(c2c(Cl)cccc2Cl)c2ccccc21)N(C)C,False
902238,"1lambda4,3lambda4-benzodithiole 1,3-dioxide",C1S(=O)C2=CC=CC=C2S1=O,186.257,11,7,2,0,2,0,1,O=S1CS(=O)c2ccccc21,False
807452,"(1R,6R)-6-[(4-chlorophenyl)carbamoyl]-3,4-dimethylcyclohex-3-ene-1-carboxylic acid",CC1=C(CC(C(C1)C(=O)NC2=CC=C(C=C2)Cl)C(=O)O)C,307.77700000000004,21,16,3,1,0,1,1,CC1=C(C)CC(C(=O)Nc2ccc(Cl)cc2)C(C(=O)O)C1,False
928478,"4-[(1S,2R,5S,6R,9R)-6,8,9-trimethyl-3-oxabicyclo[3.3.1]non-7-en-2-yl]phenol",CC1C=C(C2C(C1COC2C3=CC=C(C=C3)O)C)C,258.361,19,17,2,0,0,0,1,CC1=CC(C)C2COC(c3ccc(O)cc3)C1C2C,False
111765,"2-[4-[1-(3-methyl-1,3-thiazolidin-2-ylidene)propan-2-ylidene]-5-oxo-2-sulfanylidene-1,3-thiazolidin-3-yl]acetic acid;piperidine",CC(=C1C(=O)SC(=S)N1CC(=O)O)C=C2N(CCS2)C.C1CCNCC1,415.6060000000003,26,17,3,3,3,0,0,C1CCNCC1.CC(C=C1SCCN1C)=C1C(=O)SC(=S)N1CC(=O)O,False
816233,"(2S)-N-cyclohexyl-2-thiophen-2-yl-1,3-thiazolidine-3-carboxamide",C1CCC(CC1)NC(=O)N2CCSC2C3=CC=CS3,296.461,19,14,1,2,2,0,1,O=C(NC1CCCCC1)N1CCSC1c1cccs1,False
445799,(2S)-3-(4-hydroxyphenyl)-2-[[(2S)-3-(4-iodophenyl)-2-(3-methylbutanoylamino)propanoyl]amino]propanoic acid,CC(C)CC(=O)NC(CC1=CC=C(C=C1)I)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O,538.3820000000002,31,23,5,2,0,1,2,CC(C)CC(=O)NC(Cc1ccc(I)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,False
229472,"bis(2,2,2-trichloroethyl) but-2-enedioate",C(C(Cl)(Cl)Cl)OC(=O)C=CC(=O)OCC(Cl)(Cl)Cl,378.85,18,8,4,0,0,6,0,O=C(C=CC(=O)OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,False
184431,"[(2R,3R,4S,5R,6R)-4,5-diacetyloxy-6-acetyloxysulfanyl-2-(3-ethylsulfonylpropyl)oxan-3-yl] acetate",CCS(=O)(=O)CCCC1C(C(C(C(O1)SOC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,484.5450000000004,31,18,11,0,2,0,0,CCS(=O)(=O)CCCC1OC(SOC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,False
843171,1-[(4-bromobenzoyl)amino]-3-methylthiourea,CNC(=S)NNC(=O)C1=CC=C(C=C1)Br,288.17,15,9,1,3,1,1,1,CNC(=S)NNC(=O)c1ccc(Br)cc1,False
729717,"(3aS,6aR)-6a-(4-ethylphenyl)-3,3,6,6-tetramethyl-3aH-furo[3,2-b]furan-2,5-dione",CCC1=CC=C(C=C1)C23C(C(C(=O)O2)(C)C)OC(=O)C3(C)C,302.37,22,18,4,0,0,0,1,CCc1ccc(C23OC(=O)C(C)(C)C2OC(=O)C3(C)C)cc1,False
487116,"3-(4,4-dimethyl-2,6-dioxocyclohexyl)-4-hydroxynaphthalene-1,2-dione",CC1(CC(=O)C(C(=O)C1)C2=C(C3=CC=CC=C3C(=O)C2=O)O)C,312.321,23,18,5,0,0,0,1,CC1(C)CC(=O)C(C2=C(O)c3ccccc3C(=O)C2=O)C(=O)C1,False
52658,3-(3-azabicyclo[3.2.2]nonan-3-yl)-1-(4-butylphenyl)-1-phenylpropan-1-ol,CCCCC1=CC=C(C=C1)C(CCN2CC3CCC(C2)CC3)(C4=CC=CC=C4)O,391.5990000000001,29,27,1,1,0,0,2,CCCCc1ccc(C(O)(CCN2CC3CCC(CC3)C2)c2ccccc2)cc1,False
584483,3-hydroxy-2-(7H-purin-6-ylcarbamoylamino)butanoic acid,CC(C(C(=O)O)NC(=O)NC1=NC=NC2=C1NC=N2)O,280.244,20,10,4,6,0,0,2,CC(O)C(NC(=O)Nc1ncnc2nc[nH]c12)C(=O)O,False
261304,1-(dibutylamino)-3-prop-2-enoxypropan-2-ol,CCCCN(CCCC)CC(COCC=C)O,243.39099999999996,17,14,2,1,0,0,0,C=CCOCC(O)CN(CCCC)CCCC,False
962038,"(4-chlorophenyl)methyl 2-(1,3-dioxoisoindol-2-yl)acetate",C1=CC=C2C(=C1)C(=O)N(C2=O)CC(=O)OCC3=CC=C(C=C3)Cl,329.7389999999999,23,17,4,1,0,1,2,O=C(CN1C(=O)c2ccccc2C1=O)OCc1ccc(Cl)cc1,False
889546,"2-[[4-methyl-5-(2-methylphenyl)-1,2,4-triazol-3-yl]sulfanyl]-N-(1,3-thiazol-2-yl)acetamide",CC1=CC=CC=C1C2=NN=C(N2C)SCC(=O)NC3=NC=CS3,345.453,23,15,1,5,2,0,3,Cc1ccccc1-c1nnc(SCC(=O)Nc2nccs2)n1C,False
127254,"2-[1-(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl)ethoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",CC(C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)OC5C(C(C(C(O5)CO)O)O)O,480.64200000000017,34,27,7,0,0,0,0,CC(OC1OC(CO)C(O)C(O)C1O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,False
478635,"benzyl N-[(2S)-3-methyl-1-oxo-1-[[(3S)-1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl]amino]butan-2-yl]carbamate",CC(C)C(C(=O)C(F)(F)F)NC(=O)C(C(C)C)NC(=O)OCC1=CC=CC=C1,402.4130000000001,28,19,4,2,0,3,1,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C(=O)C(F)(F)F)C(C)C,False
139817,1-(2-chloroanilino)-2-nitrosoethenol,C1=CC=C(C(=C1)NC(=CN=O)O)Cl,198.609,13,8,2,2,0,1,1,O=NC=C(O)Nc1ccccc1Cl,False
840347,(1R)-1-(2-methoxyphenyl)-2-(1-methylpyridin-1-ium-4-yl)ethanol,C[N+]1=CC=C(C=C1)CC(C2=CC=CC=C2OC)O,244.314,18,15,2,1,0,0,2,COc1ccccc1C(O)Cc1cc[n+](C)cc1,False
487214,"[[(2S,3S)-3-methyl-1-oxopentan-2-yl]amino] pyridine-3-carboxylate",CCC(C)C(C=O)NOC(=O)C1=CN=CC=C1,236.271,17,12,3,2,0,0,1,CCC(C)C(C=O)NOC(=O)c1cccnc1,False
700006,"1-[(4aS)-7-nitro-1,2,3,4-tetrahydroxanthen-4a-yl]piperidine",C1CCN(CC1)C23CCCCC2=CC4=C(O3)C=CC(=C4)[N+](=O)[O-],314.385,23,18,3,2,0,0,1,O=[N+]([O-])c1ccc2c(c1)C=C1CCCCC1(N1CCCCC1)O2,False
556933,3-(furan-2-ylmethyl)-4-hydroxy-4-methyl-1-oxa-3-azaspiro[4.5]decan-2-one,CC1(C2(CCCCC2)OC(=O)N1CC3=CC=CO3)O,265.309,19,14,4,1,0,0,1,CC1(O)N(Cc2ccco2)C(=O)OC12CCCCC2,False
586076,"3-(2,3-dimethoxyphenyl)-2-oxopropanoic acid",COC1=CC=CC(=C1OC)CC(=O)C(=O)O,224.212,16,11,5,0,0,0,1,COc1cccc(CC(=O)C(=O)O)c1OC,False
624378,"methyl 5-(1,2,3,4,5,6-hexahydroazepino[4,5-b]indol-5-yl)pyridine-3-carboxylate",COC(=O)C1=CN=CC(=C1)C2CNCCC3=C2NC4=CC=CC=C34,321.38000000000005,24,19,2,3,0,0,3,COC(=O)c1cncc(C2CNCCc3c2[nH]c2ccccc32)c1,False
332712,2-methyl-2-[[2-[(2-methyloxiran-2-yl)methoxy]phenoxy]methyl]oxirane,CC1(CO1)COC2=CC=CC=C2OCC3(CO3)C,250.29399999999995,18,14,4,0,0,0,1,CC1(COc2ccccc2OCC2(C)CO2)CO1,False
996189,"N-[(2R,4R)-1-acetyl-2-methyl-3,4-dihydro-2H-quinolin-4-yl]-N-(3-methoxyphenyl)benzamide",CC1CC(C2=CC=CC=C2N1C(=O)C)N(C3=CC(=CC=C3)OC)C(=O)C4=CC=CC=C4,414.5050000000001,31,26,3,2,0,0,3,COc1cccc(N(C(=O)c2ccccc2)C2CC(C)N(C(C)=O)c3ccccc32)c1,False
791938,N-(pyridin-2-ylmethyl)cyclohexanamine,C1CCC(CC1)NCC2=CC=CC=N2,190.29000000000005,14,12,0,2,0,0,1,c1ccc(CNC2CCCCC2)nc1,False
934728,2-(4-benzylpiperazin-1-yl)-5-ethyl-6-methyl-1H-pyrimidin-4-one,CCC1=C(NC(=NC1=O)N2CCN(CC2)CC3=CC=CC=C3)C,312.417,23,18,1,4,0,0,2,CCc1c(C)[nH]c(N2CCN(Cc3ccccc3)CC2)nc1=O,False
464072,"2H-triazolo[4,5-d]pyrimidine-5-thiol",C1=NC(=NC2=NNN=C21)S,153.17000000000002,10,4,0,5,1,0,2,Sc1ncc2n[nH]nc2n1,False
642413,"2,5-dichloro-7-oxabicyclo[4.1.0]hept-3-ene",C1=CC(C2C(C1Cl)O2)Cl,165.019,9,6,1,0,0,2,0,ClC1C=CC(Cl)C2OC12,False
854597,"[5-methyl-3-(2-methyl-1,3-thiazol-4-yl)-4-oxochromen-7-yl] acetate",CC1=CC(=CC2=C1C(=O)C(=CO2)C3=CSC(=N3)C)OC(=O)C,315.3500000000001,22,16,4,1,1,0,3,CC(=O)Oc1cc(C)c2c(=O)c(-c3csc(C)n3)coc2c1,False
754214,N-benzyl-1-[(2-fluorophenyl)methyl]-N-methylpiperidin-4-amine,CN(CC1=CC=CC=C1)C2CCN(CC2)CC3=CC=CC=C3F,312.4319999999999,23,20,0,2,0,1,2,CN(Cc1ccccc1)C1CCN(Cc2ccccc2F)CC1,False
935352,"(1S,2R)-4-methyl-1-N,2-N-bis(1,3-thiazol-2-yl)cyclohex-4-ene-1,2-dicarboxamide",CC1=CCC(C(C1)C(=O)NC2=NC=CS2)C(=O)NC3=NC=CS3,348.45300000000003,23,15,2,4,2,0,2,CC1=CCC(C(=O)Nc2nccs2)C(C(=O)Nc2nccs2)C1,False
529299,ethyl 5-acetyloxyhexanoate,CCOC(=O)CCCC(C)OC(=O)C,202.25,14,10,4,0,0,0,0,CCOC(=O)CCCC(C)OC(C)=O,False
447471,"(10Z,14E)-2,10,23-trimethyltetracosa-2,6,10,14,18,22-hexaene",CC(=CCCC=CCCC=CCCC=C(C)CCC=CCCC=C(C)C)C,368.64900000000017,27,27,0,0,0,0,0,CC(C)=CCCC=CCCC=CCCC=C(C)CCC=CCCC=C(C)C,False
870915,N-(2-propan-2-ylphenyl)pyrazine-2-carboxamide,CC(C)C1=CC=CC=C1NC(=O)C2=NC=CN=C2,241.294,18,14,1,3,0,0,2,CC(C)c1ccccc1NC(=O)c1cnccn1,False
950907,"ethyl 4-[(3S)-3-[(2-methoxy-2-oxoethyl)amino]-2,5-dioxopyrrolidin-1-yl]benzoate",CCOC(=O)C1=CC=C(C=C1)N2C(=O)CC(C2=O)NCC(=O)OC,334.3280000000001,24,16,6,2,0,0,1,CCOC(=O)c1ccc(N2C(=O)CC(NCC(=O)OC)C2=O)cc1,False
574486,N-[2-(cyclohexylamino)-1-phenylethyl]benzamide,C1CCC(CC1)NCC(C2=CC=CC=C2)NC(=O)C3=CC=CC=C3,322.45200000000006,24,21,1,2,0,0,2,O=C(NC(CNC1CCCCC1)c1ccccc1)c1ccccc1,False
467575,4-[2-(benzotriazol-1-yl)-2-cyanoethenyl]benzoic acid,C1=CC=C2C(=C1)N=NN2C(=CC3=CC=C(C=C3)C(=O)O)C#N,290.28200000000004,22,16,2,4,0,0,3,N#CC(=Cc1ccc(C(=O)O)cc1)n1nnc2ccccc21,False
940791,N-(3-methylphenyl)-N-[(2-oxo-1H-quinolin-4-yl)methyl]butanamide,CCCC(=O)N(CC1=CC(=O)NC2=CC=CC=C21)C3=CC=CC(=C3)C,334.41900000000004,25,21,2,2,0,0,3,CCCC(=O)N(Cc1cc(=O)[nH]c2ccccc12)c1cccc(C)c1,False
166890,2-hydroxy-6-[2-(4-hydroxyphenyl)ethenyl]pyran-4-one,C1=CC(=CC=C1C=CC2=CC(=O)C=C(O2)O)O,230.219,17,13,4,0,0,0,2,O=c1cc(O)oc(C=Cc2ccc(O)cc2)c1,False
779780,"3-benzyl-6-methyl-1,3-benzothiazol-3-ium",CC1=CC2=C(C=C1)[N+](=CS2)CC3=CC=CC=C3,240.351,17,15,0,1,1,0,3,Cc1ccc2c(c1)sc[n+]2Cc1ccccc1,False
903343,"(4-chloro-1-methylpyrazol-5-yl)-[(3R,5R)-3,5-dimethylpiperidin-1-yl]methanone",CC1CC(CN(C1)C(=O)C2=C(C=NN2C)Cl)C,255.749,17,12,1,3,0,1,1,CC1CC(C)CN(C(=O)c2c(Cl)cnn2C)C1,False
497733,"10-ethyl-7-hydroxy-3-methylpyrido[2,3-b]carbazole-5,11-dione",CCN1C2=C(C=C(C=C2)O)C3=C1C(=O)C4=C(C3=O)C=C(C=N4)C,306.321,23,18,3,2,0,0,3,CCn1c2c(c3cc(O)ccc31)C(=O)c1cc(C)cnc1C2=O,False
271783,"2,9,9,14,18-pentamethyl-17-(6-methylheptan-2-yl)-6,7-diazapentacyclo[11.7.0.02,10.04,8.014,18]icosa-1(13),4(8),5-triene",CC(C)CCCC(C)C1CCC2(C1(CCC3=C2CCC4C3(CC5=C(C4(C)C)NN=C5)C)C)C,450.7550000000002,33,31,0,2,0,0,1,CC(C)CCCC(C)C1CCC2(C)C3=C(CCC12C)C1(C)Cc2cn[nH]c2C(C)(C)C1CC3,False
788296,2-[(4S)-6-chloro-2-methyl-4-phenyl-4H-quinazolin-3-yl]acetohydrazide,CC1=NC2=C(C=C(C=C2)Cl)C(N1CC(=O)NN)C3=CC=CC=C3,328.803,23,17,1,4,0,1,2,CC1=Nc2ccc(Cl)cc2C(c2ccccc2)N1CC(=O)NN,False
259250,2-amino-3-bromo-4-chlorofluoren-9-one,C1=CC=C2C(=C1)C3=C(C(=C(C=C3C2=O)N)Br)Cl,308.5619999999999,17,13,1,1,0,2,2,Nc1cc2c(c(Cl)c1Br)-c1ccccc1C2=O,False
880661,N-[[4-[(2S)-butan-2-yl]phenyl]carbamothioyl]-4-chlorobenzamide,CCC(C)C1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)Cl,346.88300000000004,23,18,1,2,1,1,2,CCC(C)c1ccc(NC(=S)NC(=O)c2ccc(Cl)cc2)cc1,False
668637,"(2S)-2-[(1S,2S)-2,4-dimethylcyclohex-3-en-1-yl]-3-(2-methylphenyl)-1,2-dihydroquinazolin-4-one",CC1C=C(CCC1C2NC3=CC=CC=C3C(=O)N2C4=CC=CC=C4C)C,346.4740000000001,26,23,1,2,0,0,2,CC1=CC(C)C(C2Nc3ccccc3C(=O)N2c2ccccc2C)CC1,False
803014,"ethyl (6S)-6-(2-ethoxyphenyl)-3,4-dimethyl-2-oxo-1,6-dihydropyrimidine-5-carboxylate",CCOC1=CC=CC=C1C2C(=C(N(C(=O)N2)C)C)C(=O)OCC,318.3730000000001,23,17,4,2,0,0,1,CCOC(=O)C1=C(C)N(C)C(=O)NC1c1ccccc1OCC,False
815452,"cis-(1R,3R)-3-acetamido-1-phenylcyclopentane-1-carboxylic acid",CC(=O)NC1CCC(C1)(C2=CC=CC=C2)C(=O)O,247.294,18,14,3,1,0,0,1,CC(=O)NC1CCC(C(=O)O)(c2ccccc2)C1,False
546623,N-[4-chloro-3-(dihydroxyamino)phenyl]iminopropanamide,CCC(=O)N=NC1=CC(=C(C=C1)Cl)N(O)O,243.65,16,9,3,3,0,1,1,CCC(=O)N=Nc1ccc(Cl)c(N(O)O)c1,False
508137,"4-[4-oxo-2-sulfanylidene-5-[[5-[2-(trifluoromethyl)phenyl]furan-2-yl]methylidene]-1,3-thiazolidin-3-yl]benzoic acid",C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=O)N(C(=S)S3)C4=CC=C(C=C4)C(=O)O)C(F)(F)F,475.4690000000001,32,22,4,1,2,3,3,O=C(O)c1ccc(N2C(=O)C(=Cc3ccc(-c4ccccc4C(F)(F)F)o3)SC2=S)cc1,False
657194,"(8S,9S,10S,13R,14S,17S)-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C,330.46800000000013,24,21,3,0,0,0,0,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,False
250868,"3-chloro-N,N-bis(2-chloroethyl)-4-(cyclopentyliminomethyl)aniline",C1CCC(C1)N=CC2=C(C=C(C=C2)N(CCCl)CCCl)Cl,347.7170000000001,21,16,0,2,0,3,1,ClCCN(CCCl)c1ccc(C=NC2CCCC2)c(Cl)c1,False
287937,2-(2-prop-2-ynoxyethyl)propanedioic acid,C#CCOCCC(C(=O)O)C(=O)O,186.163,13,8,5,0,0,0,0,C#CCOCCC(C(=O)O)C(=O)O,False
461240,"benzyl N-[(2S)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]carbamate",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4)O,535.7290000000003,39,32,4,3,0,0,2,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,False
81248,2-[2-[2-[2-[2-[2-[2-[2-[2-[2-[2-(2-hydroxyethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O,546.6510000000006,37,24,13,0,0,0,0,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,False
748207,3-(furan-2-yl)-N-[4-(morpholin-4-ylmethyl)phenyl]prop-2-enamide,C1COCCN1CC2=CC=C(C=C2)NC(=O)C=CC3=CC=CO3,312.3690000000001,23,18,3,2,0,0,2,O=C(C=Cc1ccco1)Nc1ccc(CN2CCOCC2)cc1,False
299608,1-(4-benzylpiperidin-1-yl)ethanone,CC(=O)N1CCC(CC1)CC2=CC=CC=C2,217.312,16,14,1,1,0,0,1,CC(=O)N1CCC(Cc2ccccc2)CC1,False
284914,"3-(4-aminophenyl)sulfonyl-1,1-dibutylurea",CCCCN(CCCC)C(=O)NS(=O)(=O)C1=CC=C(C=C1)N,327.45000000000005,22,15,3,3,1,0,1,CCCCN(CCCC)C(=O)NS(=O)(=O)c1ccc(N)cc1,False
352162,2-phenylsulfanylacetamide,C1=CC=C(C=C1)SCC(=O)N,167.23299999999998,11,8,1,1,1,0,1,NC(=O)CSc1ccccc1,False
335240,"2-[(2,2,2-trichloroacetyl)amino]but-3-enyl 2,2,2-trichloroethanimidate",C=CC(COC(=N)C(Cl)(Cl)Cl)NC(=O)C(Cl)(Cl)Cl,376.882,18,8,2,2,0,6,0,C=CC(COC(=N)C(Cl)(Cl)Cl)NC(=O)C(Cl)(Cl)Cl,False
936407,"(5R,7S)-7-(4-chlorophenyl)-5-(4-fluorophenyl)-4,5,6,7-tetrahydro-[1,2,4]triazolo[1,5-a]pyrimidin-2-amine",C1C(NC2=NC(=NN2C1C3=CC=C(C=C3)Cl)N)C4=CC=C(C=C4)F,343.79300000000006,24,17,0,5,0,2,3,Nc1nc2n(n1)C(c1ccc(Cl)cc1)CC(c1ccc(F)cc1)N2,False
566391,N-(2-nitrophenyl)-2-thiophen-2-ylacetamide,C1=CC=C(C(=C1)NC(=O)CC2=CC=CS2)[N+](=O)[O-],262.29,18,12,3,2,1,0,2,O=C(Cc1cccs1)Nc1ccccc1[N+](=O)[O-],False
145096,"2,4-dimethanidyl-3-methylpentane",C[C-]([CH2-])[C-](C)[C-](C)[CH2-],109.192,8,8,0,0,0,0,0,[CH2-][C-](C)[C-](C)[C-]([CH2-])C,False
158158,"cis-(4-chlorophenyl)methyl (1R,3R)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CC(=CC1C(C1(C)C)C(=O)OCC2=CC=C(C=C2)Cl)C,292.806,20,17,2,0,0,1,1,CC(C)=CC1C(C(=O)OCc2ccc(Cl)cc2)C1(C)C,False
242496,"7,17-dihydroxy-10,13,17-trimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one",CC12CCC3C(C1CCC2(C)O)C(CC4=CC(=O)C=CC34C)O,316.44100000000003,23,20,3,0,0,0,0,CC12C=CC(=O)C=C1CC(O)C1C2CCC2(C)C1CCC2(C)O,False
401642,"3-(hydroxymethyl)-5-(hydroxymethylsulfanyl)-1,3,4-thiadiazole-2-thione",C(N1C(=S)SC(=N1)SCO)O,210.305,11,4,2,2,3,0,1,OCSc1nn(CO)c(=S)s1,False
727660,"methyl 5-(2-cyanoacetyl)-2,4-dimethyl-1H-pyrrole-3-carboxylate",CC1=C(NC(=C1C(=O)OC)C)C(=O)CC#N,220.22799999999995,16,11,3,2,0,0,1,COC(=O)c1c(C)[nH]c(C(=O)CC#N)c1C,False
160228,"1-[(3S,5S,8R,9S,10S,13S,14S,17S)-10,13-dimethyl-3-(1-methylpyrrolidin-1-ium-1-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]-1-methylpyrrolidin-1-ium",CC12CCC(CC1CCC3C2CCC4(C3CCC4[N+]5(CCCC5)C)C)[N+]6(CCCC6)C,428.7490000000004,31,29,0,2,0,0,0,CC12CCC([N+]3(C)CCCC3)CC1CCC1C2CCC2(C)C1CCC2[N+]1(C)CCCC1,False
740735,3-(4-bromophenyl)-6-ethyl-4-hydroxychromen-7-one,CCC1=CC2=C(C(=COC2=CC1=O)C3=CC=C(C=C3)Br)O,345.19199999999995,21,17,3,0,0,1,1,CCc1cc2c(O)c(-c3ccc(Br)cc3)coc-2cc1=O,False
427399,"3-[4-(4-nitrophenyl)buta-1,3-dienyl]aniline",C1=CC(=CC(=C1)N)C=CC=CC2=CC=C(C=C2)[N+](=O)[O-],266.3,20,16,2,2,0,0,2,Nc1cccc(C=CC=Cc2ccc([N+](=O)[O-])cc2)c1,False
346955,"2-phenylpyrrolo[1,2-b]isoquinoline",C1=CC=C(C=C1)C2=CN3C=C4C=CC=CC4=CC3=C2,243.309,19,18,0,1,0,0,4,c1ccc(-c2cc3cc4ccccc4cn3c2)cc1,False
568970,N-ethylbenzenecarboximidoyl bromide,CCN=C(C1=CC=CC=C1)Br,212.09,11,9,0,1,0,1,1,CCN=C(Br)c1ccccc1,False
488558,"7,9-difluoro-8-(4-methylpiperazin-1-yl)-4-oxo-1-phenylquinolizine-3-carboxylic acid;hydrochloride",CN1CCN(CC1)C2=C(C3=C(C=C(C(=O)N3C=C2F)C(=O)O)C4=CC=CC=C4)F.Cl,435.8580000000001,30,21,3,3,0,3,3,CN1CCN(c2c(F)cn3c(=O)c(C(=O)O)cc(-c4ccccc4)c3c2F)CC1.Cl,False
435971,"2,3,9,10-tetramethoxy-7-methyl-5,6,12,12a-tetrahydroindolo[2,1-a]isoquinolin-7-ium",C[N+]12CCC3=CC(=C(C=C3C1CC4=CC(=C(C=C24)OC)OC)OC)OC,356.4420000000001,26,21,4,1,0,0,2,COc1cc2c(cc1OC)C1Cc3cc(OC)c(OC)cc3[N+]1(C)CC2,False
65291,"(2,4-dinitro-6-octylphenyl) but-2-enoate",CCCCCCCCC1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])OC(=O)C=CC,364.39800000000014,26,18,6,2,0,0,1,CC=CC(=O)Oc1c(CCCCCCCC)cc([N+](=O)[O-])cc1[N+](=O)[O-],False
216882,"2-(diethylamino)-N-(3-thiophen-2-yl-1,2-oxazol-5-yl)acetamide",CCN(CC)CC(=O)NC1=CC(=NO1)C2=CC=CS2,279.365,19,13,2,3,1,0,2,CCN(CC)CC(=O)Nc1cc(-c2cccs2)no1,False
873350,"4-N-(3,4-dimethoxyphenyl)-2,8-dimethylquinoline-4,5-diamine",CC1=C2C(=C(C=C1)N)C(=CC(=N2)C)NC3=CC(=C(C=C3)OC)OC,323.3960000000001,24,19,2,3,0,0,3,COc1ccc(Nc2cc(C)nc3c(C)ccc(N)c23)cc1OC,False
440553,"3-methyl-6,7-dihydropurin-6-amine",CN1C=NC(C2=C1N=CN2)N,151.17299999999997,11,6,0,5,0,0,1,CN1C=NC(N)c2[nH]cnc21,False
